frameNo	startTime	endTime	dialogue
1630	01:17:37,194	01:17:39,890	$He's orange with$a gimpy fin on one side.
1631	01:17:39,930	01:17:41,090	$- That's Nemo!$- Aah!
1632	01:17:41,131	01:17:43,793	$Mine! Mine! Mine! Mine!
1633	01:17:43,834	01:17:45,301	$Aah!
1634	01:17:45,336	01:17:47,827	$Fasten your seat belts!
1635	01:17:48,973	01:17:51,100	$Mine! Mine! Mine! Mine! Mine!
1636	01:17:51,175	01:17:53,200	$Mine! Mine! Mine! Mine!
1637	01:17:53,243	01:17:55,370	$Whoo! Whoo-hoo!
1638	01:17:55,412	01:17:59,007	$Ha ha ha ha!
1639	01:18:00,451	01:18:02,146	$Aah!
1640	01:18:09,526	01:18:11,721	$Everybody hold on!
1641	01:18:11,762	01:18:13,525	$- Aah!$- Aah!
1642	01:18:15,099	01:18:17,590	$Mine!$Mine! Mine! Mine! Mine!
1643	01:18:23,707	01:18:26,335	$Too loud!$Too loud for me!
1644	01:18:26,377	01:18:28,607	$<i>Twinkle, twinkle,</i>$<i>little star</i>
1645	01:18:28,645	01:18:31,512	$Find a happy place!$Find a happy place!
1646	01:18:31,548	01:18:34,073	$Darla, your uncle$will see you now.
1647	01:18:36,120	01:18:38,645	$All right, let's see$those pearly whites.
1648	01:18:38,689	01:18:42,989	$Raah! I'm a piranha.$They're in the Amazon.
1649	01:18:43,027	01:18:46,463	$And a piranha's a fish,$just like your present.
1650	01:18:47,831	01:18:49,594	$<i>I get fishy, fishy</i>
1651	01:18:49,633	01:18:52,727	$Oh, no.$Poor little guy.
1652	01:18:52,770	01:18:54,601	$- He's dead.$- Sharkbait!
1653	01:18:54,638	01:18:55,832	$Yay! Fishy, fishy, fishy!
1654	01:18:55,873	01:18:57,465	$Must've left your present$in the car, sweetie.
1655	01:18:57,508	01:18:59,806	$<i>- Ohh!</i>$<i>- I'll go and get it.</i>
1656	01:18:59,843	01:19:01,572	$- He's still alive!$- He's not dead!
1657	01:19:01,612	01:19:03,637	$What's happening?$Why is he playing dead?
1658	01:19:03,680	01:19:05,545	$<i>He's gonna get flushed</i>$<i>down the toilet.</i>
1659	01:19:05,582	01:19:07,982	$<i>- He's gonna get out of here!</i>$<i>- He's gonna get flushed!</i>
1660	01:19:08,018	01:19:09,781	$<i>What a smart little guy!</i>
1661	01:19:09,820	01:19:11,378	$<i>Oh, no!</i>$<i>Not the trash can!</i>
1662	01:19:11,422	01:19:12,719	$Nemo! No!
1663	01:19:12,756	01:19:16,157	$- Hey! I found his dad!$- Where's Nemo?
1664	01:19:16,193	01:19:17,558	$- Dentist!$- He's over there!
1665	01:19:17,594	01:19:20,995	$What's a dentist?$Nigel, get in there!
1666	01:19:21,031	01:19:24,990	$- I can't go in there!$- Yes, you can! Charge!
1667	01:19:26,470	01:19:27,994	$- Aah!$- What the...?
1668	01:19:29,273	01:19:31,867	$Darla, sweetie, look out!
1669	01:19:35,279	01:19:37,440	$<i>- Aah!</i>$<i>- Hold still!</i>
1670	01:19:37,481	01:19:39,415	$<i>- Aah!</i>$<i>- Easy! Easy!</i>
1671	01:19:40,717	01:19:41,945	$- Aah!$- Hold still!
1672	01:19:41,985	01:19:45,148	$Nobody's going to hurt you!$Oof!
1673	01:19:51,228	01:19:53,628	$Nemo.
1674	01:19:53,664	01:19:54,926	$Oh, my goodness.
1675	01:19:54,965	01:19:56,865	$Gotcha! Keep down!
1676	01:19:56,900	01:19:58,162	$Nemo!
1677	01:19:58,202	01:19:59,931	$Daddy?
1678	01:19:59,970	01:20:03,804	$Out with you!$And stay out!
1679	01:20:03,841	01:20:05,172	$Daddy?
1680	01:20:05,209	01:20:06,608	$Fishy?
1681	01:20:06,643	01:20:09,771	$Fishy! Wake up!
1682	01:20:09,813	01:20:10,973	$Oh, no!
1683	01:20:11,014	01:20:13,539	$To the top of$Mount Wannahockaloogie!
1684	01:20:13,584	01:20:15,984	$Why are you sleeping?
1685	01:20:16,019	01:20:18,453	$- Hurry!$- Bloat!
1686	01:20:21,525	01:20:23,618	$Ring of Fire!
1687	01:20:24,628	01:20:28,189	$Fishy! Aah!
1688	01:20:29,666	01:20:31,725	$Crikey! All the animals$have gone mad!
1689	01:20:31,768	01:20:33,497	$Unh!
1690	01:20:33,537	01:20:36,097	$<i>Aaah! Get it out!</i>
1691	01:20:36,140	01:20:38,700	$- Smack her in the head!$- Go, Gill, go!
1692	01:20:38,742	01:20:40,733	$Fish in my hair!
1693	01:20:40,777	01:20:42,142	$Gill!
1694	01:20:42,179	01:20:46,673	$Sharkbait...$tell your dad I said hi.
1695	01:20:46,717	01:20:48,207	$- Unh!$- Eww!
1696	01:20:51,722	01:20:52,984	$Go get 'em!
1697	01:20:53,023	01:20:55,389	$Ohh...
1698	01:20:57,995	01:20:59,724	$- He did it!$- Yay!
1699	01:20:59,763	01:21:02,698	$- I'm so happy!$- Is he gonna be OK, Gill?
1700	01:21:02,733	01:21:04,963	$Don't worry.$All drains lead to the ocean.
1701	01:21:05,002	01:21:06,731	$Fishy!
1702	01:21:08,338	01:21:11,603	$Aah!
1703	01:21:11,642	01:21:14,236	$Aah! Whoa! Whoa!
1704	01:21:14,278	01:21:16,610	$Daddy!
1705	01:21:52,416	01:21:55,249	$I'm so sorry.
1706	01:21:56,420	01:21:57,888	$<i>Truly, I am.</i>
1707	01:21:57,888	01:21:58,718	$<i>Truly, I am.</i>
1708	01:22:16,073	01:22:18,268	$- Hey.$- Dory...
1709	01:22:18,308	01:22:20,367	$if it wasn't for you...
1710	01:22:20,410	01:22:23,208	$I never would've even$made it here.
1711	01:22:23,247	01:22:25,238	$So, thank you.
1712	01:22:27,351	01:22:29,080	$Hey, wait a minute.
1713	01:22:29,119	01:22:31,679	$Wait. Where are you going?
1714	01:22:31,722	01:22:35,283	$It's over, Dory.$We were too late.
1715	01:22:35,325	01:22:40,092	$Nemo's gone,$and I'm going home now.
1716	01:22:40,130	01:22:42,621	$No. No, you can't.
1717	01:22:44,468	01:22:46,231	$Stop!
1718	01:22:47,838	01:22:49,601	$Please don't go away.
1719	01:22:49,640	01:22:51,574	$Please?
1720	01:22:51,608	01:22:54,372	$No one's ever stuck with me$for so long before.
1721	01:22:54,411	01:22:57,972	$And if you leave, I just...
1722	01:22:58,015	01:22:59,949	$I remember things$better with you.
1723	01:22:59,983	01:23:02,975	$I do. Look...$P. Sherman, 42...
1724	01:23:03,020	01:23:05,955	$42...
1725	01:23:05,989	01:23:08,753	$I remember it.$I do. It's there.
1726	01:23:08,792	01:23:10,885	$I know it is because$when I look at you...
1727	01:23:10,927	01:23:12,360	$I can feel it.
1728	01:23:12,396	01:23:18,198	$I look at you$and I... I'm home.
1729	01:23:20,037	01:23:21,629	$Please...
1730	01:23:21,672	01:23:24,300	$I don't want that to go away.
1731	01:23:24,341	01:23:26,707	$I don't want to forget.
1732	01:23:28,045	01:23:32,106	$I'm sorry, Dory, but I do.
1733	01:23:43,393	01:23:46,658	$- Manna from heaven.$- Sweet nectar of life!
1734	01:23:46,697	01:23:48,756	$Hey! Hey! Hey!
1735	01:23:48,799	01:23:52,200	$- This is our spot!$- Get outta here!
1736	01:23:53,537	01:23:55,630	$Hey! Hey! Hey!
1737	01:23:55,739	01:23:57,206	$Yeah, that's it, fella.
1738	01:23:57,240	01:23:58,867	$Just keep on swimmin'.$You got that.
1739	01:23:58,909	01:24:00,934	$Too right, mate!
1740	01:24:00,977	01:24:02,274	$Oh! I got a live one here!
1741	01:24:02,312	01:24:03,745	$Have you seen my dad?
1742	01:24:03,780	01:24:06,010	$Gotcha! Hey! Hey!$Come back here!
1743	01:24:06,049	01:24:07,539	$You let him go!
1744	01:24:07,584	01:24:09,720	$Hey! Hey!
1745	01:24:09,720	01:24:14,214	$Dad! Dad!
1746	01:24:14,257	01:24:15,884	$Dad!
1747	01:24:26,837	01:24:29,237	$Ohh!
1748	01:24:29,272	01:24:32,332	$Um, excuse me.
1749	01:24:32,376	01:24:33,604	$Are you all right?
1750	01:24:33,643	01:24:36,271	$I don't know where I am.$I don't know what's going on.
1751	01:24:36,313	01:24:39,180	$I think I lost somebody,$but I can't remember.
1752	01:24:39,216	01:24:43,312	$It's OK.$I'm looking for someone, too.
1753	01:24:43,353	01:24:45,787	$Hey, we can look together.
1754	01:24:45,822	01:24:48,154	$I'm Dory.
1755	01:24:48,191	01:24:49,351	$I'm Nemo.
1756	01:24:49,393	01:24:52,760	$Nemo? That's a nice name.
1757	01:25:01,705	01:25:04,640	$- Dad!$- Dad!
1758	01:25:04,674	01:25:06,733	$Wait a minute.$Is it your dad or my dad?
1759	01:25:06,777	01:25:09,245	$- My dad.$- Got it. Dad!
1760	01:25:09,279	01:25:11,543	$- Where are we, anyway?$- Dad! Dad!
1761	01:25:11,581	01:25:15,483	$Oh. Syl... Shi... Sydney.
1762	01:25:15,519	01:25:19,785	$P. Sherman,$42 Wallaby Way, Sydney.
1763	01:25:19,823	01:25:21,586	$Aah! Nemo!
1764	01:25:21,625	01:25:23,991	$It's you! Aah!$You're Nemo!
1765	01:25:24,027	01:25:25,688	$Yes, yes, I'm Nemo!
1766	01:25:25,729	01:25:28,323	$You're Nemo!$You were dead. I saw you.
1767	01:25:28,365	01:25:30,265	$And here you are!$I found you.
1768	01:25:30,300	01:25:33,030	$You're not dead.$And your father... Your father!
1769	01:25:33,069	01:25:35,435	$You know my father?!$Where is he?
1770	01:25:35,472	01:25:38,305	$This way!$He went this way. Quick!
1771	01:25:38,341	01:25:39,968	$<i>Hey, hey, hey!</i>
1772	01:25:40,010	01:25:41,170	$Hey! Hey!
1773	01:25:41,211	01:25:42,701	$Have you seen$an orange fish swim by?
1774	01:25:42,746	01:25:45,112	$- It looks just like him!$- But bigger!
1775	01:25:45,148	01:25:46,376	$Yeah, I saw him, bluey.
1776	01:25:46,416	01:25:47,883	$But I'm not tellin' you$where he went...
1777	01:25:47,918	01:25:53,457	$and there's no way$you're gonna make me.
1778	01:25:53,457	01:25:54,617	$Mine.
1779	01:25:54,724	01:25:57,488	$Aah!$All right! I'll talk!
1780	01:25:57,527	01:26:04,234	$He went to$the fishing grounds! Aah!
1781	01:26:04,234	01:26:06,099	$Hey, look out!
1782	01:26:06,136	01:26:08,627	$I'm sorry.$I'm just trying to get home.
1783	01:26:09,673	01:26:13,404	$<i>Dad! Dad!</i>
1784	01:26:13,443	01:26:14,842	$Nemo?
1785	01:26:14,878	01:26:17,346	$- Daddy!$- Nemo?
1786	01:26:17,380	01:26:19,149	$- Dad!$- Nemo's alive!
1787	01:26:19,149	01:26:19,376	$- Dad!$- Nemo's alive!
1788	01:26:19,416	01:26:21,407	$Dory? Nemo!
1789	01:26:21,451	01:26:22,645	$Daddy!
1790	01:26:22,686	01:26:24,984	$Nemo! I'm coming, Nemo!
1791	01:26:25,021	01:26:28,684	$- Dad!$- Nemo! Thank goodness.
1792	01:26:28,725	01:26:31,660	$It's all right, son.$It's gonna be OK.
1793	01:26:31,695	01:26:34,564	$<i>Turn around!</i>$<i>You're going the wrong way!</i>
1794	01:26:37,067	01:26:38,432	$Aah! Look out!
1795	01:26:38,468	01:26:41,096	$Oh, my...
1796	01:26:57,821	01:27:01,382	$Help! He-e-elp!
1797	01:27:01,424	01:27:03,016	$- Dory!$- Come on!
1798	01:27:03,059	01:27:04,458	$Help! Help!
1799	01:27:04,494	01:27:07,224	$Help! Get us out! Aah!
1800	01:27:07,264	01:27:09,061	$No, no, no! Dory!
1801	01:27:09,099	01:27:12,091	$- Dad, I know what to do!$- Nemo! No!
1802	01:27:12,135	01:27:14,865	$We have to tell all the fish$to swim down together!
1803	01:27:14,905	01:27:17,601	$- Get out of there now!$- I know this will work!
1804	01:27:17,641	01:27:19,575	$No, I am not$gonna lose you again!
1805	01:27:19,609	01:27:23,045	$There's no time!$It's the only way to save Dory!
1806	01:27:24,347	01:27:25,814	$I can do this.
1807	01:27:26,983	01:27:29,110	$You're right.
1808	01:27:29,152	01:27:30,983	$I know you can.
1809	01:27:31,021	01:27:33,922	$- Lucky fin!$- Now, go! Hurry!
1810	01:27:33,957	01:27:36,755	$Tell all the fish to swim down!
1811	01:27:36,793	01:27:40,160	$Well? You heard my son!$Come on!
1812	01:27:41,665	01:27:44,293	$Dory, you have$to tell everybody to...
1813	01:27:44,334	01:27:45,858	$Swim down together!
1814	01:27:45,902	01:27:48,166	$Do you understand$what I'm saying to you?
1815	01:27:48,204	01:27:50,468	$Swim down!
1816	01:27:54,811	01:27:56,039	$Everybody swim down!
1817	01:27:56,079	01:27:58,604	$Come on,$you have to swim down!
1818	01:27:58,648	01:28:01,344	$Down! Swim down!
1819	01:28:03,453	01:28:07,082	$Swim down! Swim down!
1820	01:28:14,798	01:28:17,198	$Don't give up!$Keep swimming!
1821	01:28:17,233	01:28:19,667	$Just keep swimming!
1822	01:28:23,907	01:28:25,534	$That's it!
1823	01:28:28,478	01:28:30,469	$It's working!
1824	01:28:32,916	01:28:35,942	$Keep swimming!$Keep swimming!
1825	01:28:35,986	01:28:38,113	$Just keep swimming!$Keep swimming!
1826	01:28:38,154	01:28:39,621	$Come on, Dad!
1827	01:28:39,656	01:28:42,147	$- You're doing great, son!$- That's my dad.
1828	01:28:42,192	01:28:44,490	$Let's get to the bottom!$Keep swimming!
1829	01:28:44,527	01:28:47,052	$<i>Just keep swimming,</i>$<i>just keep swimming</i>
1830	01:28:47,097	01:28:49,292	$Almost there!$Keep swimming!
1831	01:28:52,869	01:28:54,200	$Keep swimming!
1832	01:28:56,506	01:28:57,632	$Keep swimming!
1833	01:29:08,051	01:29:09,518	$- Oof!$- Hey!
1834	01:29:09,552	01:29:13,147	$- Dory! Where's Nemo?$- There!
1835	01:29:14,858	01:29:17,918	$Oh, no. Nemo!
1836	01:29:23,867	01:29:25,767	$Nemo?
1837	01:29:27,437	01:29:29,735	$Nemo?
1838	01:29:29,773	01:29:33,766	$<i>It's OK. Daddy's here.</i>$<i>Daddy's got you.</i>
1839	01:29:38,214	01:29:39,374	$Daddy?
1840	01:29:39,416	01:29:40,940	$Oh, thank goodness.
1841	01:29:40,984	01:29:44,681	$Dad... I don't hate you.
1842	01:29:44,721	01:29:46,552	$Oh, no, no, no.
1843	01:29:46,589	01:29:49,251	$I'm so sorry, Nemo.
1844	01:29:58,501	01:30:01,368	$- Hey, guess what?$- What?
1845	01:30:01,404	01:30:04,896	$Sea turtles... I met one.
1846	01:30:04,941	01:30:09,139	$And he was 150 years old.
1847	01:30:09,179	01:30:13,343	$- 150?$- Yep.
1848	01:30:13,383	01:30:18,218	$Sandy Plankton said$they only live to be 100.
1849	01:30:18,254	01:30:19,812	$Sandy Plankton?
1850	01:30:19,856	01:30:21,847	$Do you think I would$cross the entire ocean...
1851	01:30:21,891	01:30:23,984	$and not know as much$as Sandy Plankton?
1852	01:30:24,027	01:30:26,689	$- Ha ha ha!$- He was 150! Not 100!
1853	01:30:26,730	01:30:30,598	$Who is this Sandy Plankton$who knows everything?
1854	01:30:32,302	01:30:32,902	$Time for school!$Get up! Let's go!
1855	01:30:32,902	01:30:35,894	$Time for school!$Get up! Let's go!
1856	01:30:35,939	01:30:39,033	$- I'm gonna win!$- No, you're not!
1857	01:30:39,075	01:30:42,841	$- I did it!$- Aw, my own son beats me!
1858	01:30:42,879	01:30:45,347	$Climb aboard, explorers.
1859	01:30:45,381	01:30:48,509	$The sea cucumber looks over$to the mollusk and says...
1860	01:30:48,551	01:30:51,418	$"With fronds like these,$who needs anemones?"
1861	01:30:53,123	01:30:55,353	$Hello, Nemo. Who's this?
1862	01:30:55,458	01:30:58,916	$- Exchange student.$- I'm from the E.A.C., dude!
1863	01:30:58,962	01:31:01,590	$- Sweet!$- Totally.
1864	01:31:01,631	01:31:03,599	$Seriously, Marty.
1865	01:31:03,633	01:31:05,601	$Did you really do all$the things you say you did?
1866	01:31:05,635	01:31:07,330	$<i>Pardon me.</i>
1867	01:31:07,370	01:31:10,066	$- Hello.$- Ohh.
1868	01:31:10,106	01:31:11,767	$Don't be alarmed.
1869	01:31:11,808	01:31:15,574	$We wanted to make sure our$newest member got home safely.
1870	01:31:15,612	01:31:17,944	$- Thanks, guys.$- See you next week.
1871	01:31:17,981	01:31:21,439	$- Keep up with the program.$- Remember, fish are friends...
1872	01:31:21,484	01:31:23,850	$Not food! Bye!
1873	01:31:23,887	01:31:25,752	$Hold on, here we go!
1874	01:31:25,789	01:31:27,484	$Next stop... knowledge!
1875	01:31:27,524	01:31:29,992	$Bye, son! Have fun!
1876	01:31:30,026	01:31:31,323	$Bye, Dad!
1877	01:31:31,361	01:31:34,797	$Oh! Mr. Ray, wait.$I forgot something.
1878	01:31:39,469	01:31:42,097	$Love you, Dad.
1879	01:31:42,138	01:31:44,129	$I love you, too, son.
1880	01:31:46,409	01:31:49,810	$Dad? You can let go now.
1881	01:31:49,846	01:31:53,577	$Sorry. Go have an adventure.
1882	01:31:53,616	01:31:55,846	$Good-bye!$See ya later, dudes!
1883	01:31:55,952	01:31:58,386	$- Bye, Elmo!$- Nemo.
1884	01:31:58,421	01:32:01,879	$- Bye, Nemo!$- See you after school, Dory!
1885	01:32:01,925	01:32:02,325	$Bye, Dad!
1886	01:32:02,325	01:32:04,793	$Bye, Dad!
1887	01:32:04,828	01:32:06,921	$Bye, son.
1888	01:32:23,947	01:32:26,939	$Barbara,$I don't understand it.
1889	01:32:26,983	01:32:29,349	$Here this thing has$a lifetime guarantee...
1890	01:32:29,385	01:32:30,613	$and it breaks!
1891	01:32:30,653	01:32:32,951	$I had to clean the tank myself,$take all the fish out...
1892	01:32:32,989	01:32:35,355	$put 'em in bags, and...
1893	01:32:35,391	01:32:37,882	$Where'd the fish go?
1894	01:32:42,732	01:32:44,461	$- Come on, Peach!$- Hurry!
1895	01:32:44,500	01:32:46,331	$- You can do it!$- That's it.
1896	01:32:46,369	01:32:47,802	$Just a little further.
1897	01:32:47,837	01:32:50,067	$That's the shortest$red light I've ever seen!
1898	01:32:50,106	01:32:52,336	$- Come on, Peach!$- Ohh. Aah!
1899	01:33:01,684	01:33:03,481	$Now what?
1900	01:33:10,985	01:33:14,113	$<i>Somewhere</i>
1901	01:33:14,155	01:33:16,316	$<i>Beyond the sea</i>
1902	01:33:16,357	01:33:21,488	$<i>Somewhere,</i>$<i>waitin' for me</i>
1903	01:33:21,529	01:33:26,466	$<i>My lover stands</i>$<i>on golden sands</i>
1904	01:33:26,501	01:33:28,901	$<i>And watches the ships</i>
1905	01:33:28,937	01:33:32,964	$<i>That go sailin'</i>
1906	01:33:33,007	01:33:35,942	$<i>Somewhere</i>
1907	01:33:35,977	01:33:38,309	$<i>Beyond the sea</i>
1908	01:33:38,346	01:33:43,443	$<i>She's there</i>$<i>watchin' for me</i>
1909	01:33:43,484	01:33:48,319	$<i>If I could fly</i>$<i>like birds on high</i>
1910	01:33:48,356	01:33:51,052	$<i>Then straight</i>$<i>to her arms</i>
1911	01:33:51,092	01:33:54,755	$<i>I'll go sailin'</i>
1912	01:33:54,796	01:33:57,856	$<i>It's far</i>
1913	01:33:57,899	01:34:00,561	$<i>Beyond the stars</i>
1914	01:34:00,602	01:34:04,538	$<i>It's near,</i>$<i>beyond the moon</i>
1915	01:34:05,540	01:34:08,976	$<i>I know</i>
1916	01:34:09,010	01:34:11,137	$<i>Beyond a doubt</i>
1917	01:34:11,179	01:34:13,147	$<i>My heart</i>
1918	01:34:13,181	01:34:16,708	$<i>Will lead me there soon</i>
1919	01:34:16,751	01:34:19,720	$<i>We'll meet</i>
1920	01:34:19,754	01:34:22,279	$<i>Beyond the shore</i>
1921	01:34:22,323	01:34:27,192	$<i>We'll kiss</i>$<i>just like before</i>
1922	01:34:27,228	01:34:32,063	$<i>Happy we'll be</i>$<i>beyond the sea</i>
1923	01:34:32,100	01:34:34,432	$<i>And never again</i>
1924	01:34:34,469	01:34:38,337	$<i>I'll go sailin'</i>
1925	01:35:10,104	01:35:14,632	$<i>I know</i>
1926	01:35:14,676	01:35:17,304	$<i>Beyond a doubt</i>
1927	01:35:17,345	01:35:19,245	$<i>My heart</i>
1928	01:35:19,280	01:35:22,977	$<i>Will lead me there soon</i>
1929	01:35:23,017	01:35:25,781	$<i>Oh, we'll meet,</i>$<i>I know we'll meet</i>
1930	01:35:25,820	01:35:28,220	$<i>Beyond the shore</i>
1931	01:35:28,256	01:35:33,387	$<i>We'll kiss</i>$<i>just as before</i>
1932	01:35:33,428	01:35:38,388	$<i>Happy we will be</i>$<i>beyond the sea</i>
1933	01:35:38,433	01:35:40,560	$<i>And never again</i>
1934	01:35:40,601	01:35:44,230	$<i>I'll go sailin'</i>
1935	01:35:46,274	01:35:48,640	$<i>No more sailin'</i>
1936	01:35:50,011	01:35:53,378	$<i>So long,</i>$<i>sailin', sailin'</i>
1937	01:35:53,414	01:35:55,712	$<i>No more sailin'</i>
1938	01:35:57,318	01:36:01,311	$<i>Good-bye, farewell,</i>$<i>my friend</i>
1939	01:36:01,355	01:36:03,118	$<i>No more sailin'</i>
1940	01:36:05,226	01:36:06,989	$<i>So long</i>
1941	01:36:07,028	01:36:09,155	$<i>Sailin'</i>
1942	01:36:09,197	01:36:10,858	$<i>No more sailin'</i>
1943	01:36:14,202	01:36:15,897	$<i>No more</i>
1944	01:36:15,937	01:36:17,768	$<i>Farewell</i>
1945	01:36:19,741	01:36:21,606	$<i>Auf wiedersehen</i>
1946	01:36:21,642	01:36:25,009	$<i>Adieu to you and you</i>
1947	01:36:30,685	01:36:32,676	$<i>No more sailin'</i>
1948	01:36:34,455	01:36:36,013	$<i>No more</i>
1949	01:36:36,057	01:36:40,858	$<i>Ohh, no more sailin'</i>
1950	01:36:42,797	01:36:46,699	$<i>No more, no more</i>
1951	01:36:48,836	01:36:55,002	$<i>No more sailin'</i>
1952	01:36:59,881	01:37:01,678	$<i>No more</i>
1953	01:37:03,551	01:37:05,280	$<i>One more time</i>
1954	01:37:06,687	01:37:14,116	$<i>No more sailin'</i>
1955	01:37:20,000	01:37:50,000	$Subtitles Ripped by GrupoUtopia$http://grupoutopia.cjb.net/
0	00:00:0,500	00:00:2,00	$<font color="#ffff00" size=14>www.moviesubtitles.org</font>
