startTime	endTime	dialogue	slice
01:28:14,798	01:28:17,198	 Don't give up! Keep swimming!	54
01:28:17,233	01:28:19,667	 Just keep swimming!	54
01:28:23,907	01:28:25,534	 That's it!	54
01:28:28,478	01:28:30,469	 It's working!	54
01:28:32,916	01:28:35,942	 Keep swimming! Keep swimming!	54
01:28:35,986	01:28:38,113	 Just keep swimming! Keep swimming!	54
01:28:38,154	01:28:39,621	 Come on, Dad!	54
01:28:39,656	01:28:42,147	 You're doing great, son! That's my dad.	54
01:28:42,192	01:28:44,490	 Let's get to the bottom! Keep swimming!	54
01:28:44,527	01:28:47,052	 Just keep swimming, just keep swimming	54
01:28:47,097	01:28:49,292	 Almost there! Keep swimming!	54
01:28:52,869	01:28:54,200	 Keep swimming!	54
01:29:08,051	01:29:09,518	 Oof! Hey!	54
01:29:09,552	01:29:13,147	 Dory! Where's Nemo? There!	54
01:29:14,858	01:29:17,918	 Oh, no. Nemo!	54
01:29:23,867	01:29:25,767	 Nemo?	54
01:29:29,773	01:29:33,766	 It's OK. Daddy's here. Daddy's got you.	54
01:29:38,214	01:29:39,374	 Daddy?	54
01:29:39,416	01:29:40,940	 Oh, thank goodness.	54
01:29:40,984	01:29:44,681	 Dad... I dont hate you.	54
01:29:44,721	01:29:46,552	 Oh, no, no, no.	55
01:29:46,589	01:29:49,251	 I'm so sorry, Nemo.	55
01:29:58,501	01:30:01,368	 Hey, guess what? What?	55
01:30:01,404	01:30:04,896	 Sea turtles... I met one.	55
01:30:04,941	01:30:09,139	 And he was 150 years old.	55
01:30:09,179	01:30:13,343	 150? Yep.	55
01:30:13,383	01:30:18,218	 Sandy Plankton said they only live to be 100.	55
01:30:18,254	01:30:19,812	 Sandy Plankton?	55
01:30:19,856	01:30:21,847	 Do you think I would cross the entire ocean...	55
01:30:21,891	01:30:23,984	 and not know as much as Sandy Plankton?	55
01:30:24,027	01:30:26,689	 Ha ha ha! He was 150! Not 100!	55
01:30:26,730	01:30:30,598	 Who is this Sandy Plankton who knows everything?	55
01:30:32,302	01:30:32,902	 Time for school! Get up! Let's go!	55
01:30:35,939	01:30:39,033	 I'm gonna win! No, you're not!	55
01:30:39,075	01:30:42,841	 I did it! Aw, my own son beats me!	55
01:30:42,879	01:30:45,347	 Climb aboard, explorers.	55
01:30:45,381	01:30:48,509	 The sea cucumber looks over to the mollusk and says...	55
01:30:48,551	01:30:51,418	" ""With fronds like these, who needs anemones?"""	55
01:30:53,123	01:30:55,353	 Hello, Nemo. Who's this?	55
01:30:55,458	01:30:58,916	 Exchange student. I'm from the E.A.C., dude!	55
01:30:58,962	01:31:01,590	 Sweet! Totally.	55
01:31:01,631	01:31:03,599	 Seriously, Marty.	55
01:31:03,633	01:31:05,601	 Did you really do all the things you say you did?	55
01:31:05,635	01:31:07,330	 Pardon me.	55
01:31:07,370	01:31:10,066	 Hello. Ohh.	55
01:31:10,106	01:31:11,767	 Don't be alarmed.	55
01:31:11,808	01:31:15,574	 We wanted to make sure our newest member got home safely.	55
01:31:15,612	01:31:17,944	 Thanks, guys. See you next week.	55
01:31:17,981	01:31:21,439	 Keep up with the program. Remember, fish are friends...	55
01:31:21,484	01:31:23,850	 Not food! Bye!	56
01:31:23,887	01:31:25,752	 Hold on, here we go!	56
01:31:25,789	01:31:27,484	 Next stop... knowledge!	56
01:31:27,524	01:31:29,992	 Bye, son! Have fun!	56
01:31:30,026	01:31:31,323	 Bye, Dad!	56
01:31:31,361	01:31:34,797	 Oh! Mr. Ray, wait. I forgot something.	56
01:31:39,469	01:31:42,097	 Love you, Dad.	56
01:31:42,138	01:31:44,129	 I love you, too, son.	56
01:31:46,409	01:31:49,810	 Dad? You can let go now.	56
01:31:49,846	01:31:53,577	 Sorry. Go have an adventure.	56
01:31:53,616	01:31:55,846	 Good-bye! See ya later, dudes!	56
01:31:55,952	01:31:58,386	 Bye, Elmo! Nemo.	56
01:31:58,421	01:32:01,879	 Bye, Nemo! See you after school, Dory!	56
01:32:01,925	01:32:02,325	 Bye, Dad!	56
01:32:04,828	01:32:06,921	 Bye, son.	56
01:32:23,947	01:32:26,939	 Barbara, I dont understand it.	56
01:32:26,983	01:32:29,349	 Here this thing has a lifetime guarantee...	56
01:32:29,385	01:32:30,613	 and it breaks!	56
01:32:30,653	01:32:32,951	 I had to clean the tank myself, take all the fish out...	56
01:32:32,989	01:32:35,355	 put 'em in bags, and...	56
01:32:35,391	01:32:37,882	 Where'd the fish go?	56
01:32:42,732	01:32:44,461	 Come on, Peach! Hurry!	56
01:32:44,500	01:32:46,331	 You can do it! That's it.	56
01:32:46,369	01:32:47,802	 Just a little further.	56
01:32:47,837	01:32:50,067	 That's the shortest red light I've ever seen!	56
01:32:50,106	01:32:52,336	 Come on, Peach! Ohh. Aah!	56
01:33:01,684	01:33:03,481	 Now what?	57
01:33:10,985	01:33:14,113	 Somewhere	57
01:33:14,155	01:33:16,316	 Beyond the sea	57
01:33:16,357	01:33:21,488	 Somewhere, waitin' for me	57
01:33:21,529	01:33:26,466	 My lover stands on golden sands	57
01:33:26,501	01:33:28,901	 And watches the ships	57
01:33:28,937	01:33:32,964	 That go sailin'	57
01:33:33,007	01:33:35,942	 Somewhere	57
01:33:35,977	01:33:38,309	 Beyond the sea	57
01:33:38,346	01:33:43,443	 She's there watchin' for me	57
01:33:43,484	01:33:48,319	 If I could fly like birds on high	57
01:33:48,356	01:33:51,052	 Then straight to her arms	57
01:33:51,092	01:33:54,755	 I'll go sailin'	57
01:33:54,796	01:33:57,856	 It's far	57
01:33:57,899	01:34:00,561	 Beyond the stars	57
01:34:00,602	01:34:04,538	 It's near, beyond the moon	57
01:34:05,540	01:34:08,976	 I know	57
01:34:09,010	01:34:11,137	 Beyond a doubt	57
01:34:11,179	01:34:13,147	 My heart	57
01:34:13,181	01:34:16,708	 Will lead me there soon	57
01:34:16,751	01:34:19,720	 We'll meet	57
01:34:19,754	01:34:22,279	 Beyond the shore	57
01:34:22,323	01:34:27,192	 We'll kiss just like before	57
01:34:27,228	01:34:32,063	 Happy we'll be beyond the sea	57
01:34:32,100	01:34:34,432	 And never again	57
01:34:34,469	01:34:38,337	 I'll go sailin'	57
01:35:10,104	01:35:14,632	 I know	58
01:35:14,676	01:35:17,304	 Beyond a doubt	58
01:35:17,345	01:35:19,245	 My heart	58
01:35:19,280	01:35:22,977	 Will lead me there soon	58
01:35:23,017	01:35:25,781	 Oh, we'll meet, I know we'll meet	58
01:35:25,820	01:35:28,220	 Beyond the shore	58
01:35:28,256	01:35:33,387	 We'll kiss just as before	58
01:35:33,428	01:35:38,388	 Happy we will be beyond the sea	58
01:35:38,433	01:35:40,560	 And never again	58
01:35:40,601	01:35:44,230	 I'll go sailin'	58
01:35:46,274	01:35:48,640	 No more sailin'	58
01:35:50,011	01:35:53,378	 So long, sailin', sailin'	58
01:35:53,414	01:35:55,712	 No more sailin'	58
01:35:57,318	01:36:01,311	 Good-bye, farewell, my friend	58
01:36:01,355	01:36:03,118	 No more sailin'	58
01:36:05,226	01:36:06,989	 So long	58
01:36:07,028	01:36:09,155	 Sailin'	58
01:36:09,197	01:36:10,858	 No more sailin'	58
01:36:14,202	01:36:15,897	 No more	59
01:36:15,937	01:36:17,768	 Farewell	59
01:36:19,741	01:36:21,606	 Auf wiedersehen	59
01:36:21,642	01:36:25,009	 Adieu to you and you	59
01:36:30,685	01:36:32,676	 No more sailin'	59
01:36:34,455	01:36:36,013	 No more	59
01:36:36,057	01:36:40,858	 Ohh, no more sailin'	59
01:36:42,797	01:36:46,699	 No more, no more	59
01:36:48,836	01:36:55,002	 No more sailin'	59
01:36:59,881	01:37:01,678	 No more	59
01:37:03,551	01:37:05,280	 One more time	59
01:37:06,687	01:37:14,116	 No more sailin'	59
